,country,time-period,GDP(mm-euro)
3533,Slovenia,2016-Q3,10047.8
3534,Slovenia,2016-Q4,10127.4
3535,Slovenia,2017-Q1,10309.0
3536,Slovenia,2017-Q2,10434.5
3537,Slovenia,2017-Q3,10516.6
3538,Slovenia,2017-Q4,10757.5
3539,Slovenia,2018-Q1,10781.2
3540,Slovenia,2018-Q2,10914.3
3541,Slovenia,2018-Q3,11038.4
3542,Slovenia,2018-Q4,11187.8
3543,Slovenia,2019-Q1,11253.6
3544,Slovenia,2019-Q2,11218.6
3545,Slovenia,2019-Q3,11356.4
3546,Slovenia,2019-Q4,11512.3
3547,Slovenia,2020-Q1,10991.7
3548,Slovenia,2020-Q2,9952.9
3549,Slovenia,2020-Q3,11125.2
3550,Slovenia,2020-Q4,11096.2
3551,Slovenia,2021-Q1,11277.0
3552,Slovenia,2021-Q2,11500.8
3553,Slovenia,2021-Q3,11645.3
3554,Slovenia,2021-Q4,12254.2
3555,Slovenia,2022-Q1,12338.6
3556,Slovenia,2022-Q2,12450.7
3557,Slovakia,1995-Q1,8930.8
3558,Slovakia,1995-Q2,9079.5
3559,Slovakia,1995-Q3,9132.6
3560,Slovakia,1995-Q4,9306.3
3561,Slovakia,1996-Q1,9463.6
3562,Slovakia,1996-Q2,9575.4
3563,Slovakia,1996-Q3,9815.0
3564,Slovakia,1996-Q4,10008.1
3565,Slovakia,1997-Q1,10107.3
3566,Slovakia,1997-Q2,10257.4
3567,Slovakia,1997-Q3,10427.6
3568,Slovakia,1997-Q4,10372.6
3569,Slovakia,1998-Q1,10555.6
3570,Slovakia,1998-Q2,10557.3
3571,Slovakia,1998-Q3,10471.1
3572,Slovakia,1998-Q4,11258.9
3573,Slovakia,1999-Q1,10883.3
3574,Slovakia,1999-Q2,10698.6
3575,Slovakia,1999-Q3,10631.9
3576,Slovakia,1999-Q4,10583.7
3577,Slovakia,2000-Q1,10696.4
3578,Slovakia,2000-Q2,10802.3
3579,Slovakia,2000-Q3,10868.1
3580,Slovakia,2000-Q4,10929.9
3581,Slovakia,2001-Q1,11007.5
3582,Slovakia,2001-Q2,11123.4
3583,Slovakia,2001-Q3,11166.7
3584,Slovakia,2001-Q4,11407.9
3585,Slovakia,2002-Q1,11444.7
3586,Slovakia,2002-Q2,11559.9
3587,Slovakia,2002-Q3,11818.9
3588,Slovakia,2002-Q4,11897.9
3589,Slovakia,2003-Q1,12109.2
3590,Slovakia,2003-Q2,12291.9
3591,Slovakia,2003-Q3,12341.1
3592,Slovakia,2003-Q4,12548.6
3593,Slovakia,2004-Q1,12711.4
3594,Slovakia,2004-Q2,12796.2
3595,Slovakia,2004-Q3,13092.1
3596,Slovakia,2004-Q4,13293.0
3597,Slovakia,2005-Q1,13457.8
3598,Slovakia,2005-Q2,13739.5
3599,Slovakia,2005-Q3,13964.2
3600,Slovakia,2005-Q4,14168.3
3601,Slovakia,2006-Q1,14504.9
3602,Slovakia,2006-Q2,14843.7
3603,Slovakia,2006-Q3,15127.8
3604,Slovakia,2006-Q4,15552.7
3605,Slovakia,2007-Q1,15880.5
3606,Slovakia,2007-Q2,16273.7
3607,Slovakia,2007-Q3,16659.2
3608,Slovakia,2007-Q4,17718.1
3609,Slovakia,2008-Q1,17221.6
3610,Slovakia,2008-Q2,17437.1
3611,Slovakia,2008-Q3,17684.6
3612,Slovakia,2008-Q4,17897.1
3613,Slovakia,2009-Q1,16178.9
3614,Slovakia,2009-Q2,16446.1
3615,Slovakia,2009-Q3,16729.4
3616,Slovakia,2009-Q4,17054.0
3617,Slovakia,2010-Q1,17368.9
3618,Slovakia,2010-Q2,17571.7
3619,Slovakia,2010-Q3,17765.0
3620,Slovakia,2010-Q4,17882.3
3621,Slovakia,2011-Q1,17942.8
3622,Slovakia,2011-Q2,18066.7
3623,Slovakia,2011-Q3,18150.5
3624,Slovakia,2011-Q4,18289.5
3625,Slovakia,2012-Q1,18333.1
3626,Slovakia,2012-Q2,18362.7
3627,Slovakia,2012-Q3,18379.5
3628,Slovakia,2012-Q4,18358.2
3629,Slovakia,2013-Q1,18365.0
3630,Slovakia,2013-Q2,18424.1
3631,Slovakia,2013-Q3,18509.0
3632,Slovakia,2013-Q4,18616.1
3633,Slovakia,2014-Q1,18731.1
3634,Slovakia,2014-Q2,18874.1
3635,Slovakia,2014-Q3,19056.2
3636,Slovakia,2014-Q4,19266.7
3637,Slovakia,2015-Q1,19637.9
3638,Slovakia,2015-Q2,19882.5
3639,Slovakia,2015-Q3,20111.4
3640,Slovakia,2015-Q4,20256.3
3641,Slovakia,2016-Q1,20251.6
3642,Slovakia,2016-Q2,20301.6
3643,Slovakia,2016-Q3,20376.8
3644,Slovakia,2016-Q4,20501.4
3645,Slovakia,2017-Q1,20674.9
3646,Slovakia,2017-Q2,20868.4
3647,Slovakia,2017-Q3,21037.6
3648,Slovakia,2017-Q4,21277.3
3649,Slovakia,2018-Q1,21441.8
3650,Slovakia,2018-Q2,21686.0
3651,Slovakia,2018-Q3,21898.4
3652,Slovakia,2018-Q4,22013.9
3653,Slovakia,2019-Q1,22213.5
3654,Slovakia,2019-Q2,22290.5
3655,Slovakia,2019-Q3,22344.1
3656,Slovakia,2019-Q4,22459.6
3657,Slovakia,2020-Q1,21593.7
3658,Slovakia,2020-Q2,20032.8
3659,Slovakia,2020-Q3,21847.9
3660,Slovakia,2020-Q4,21940.7
3661,Slovakia,2021-Q1,21639.2
3662,Slovakia,2021-Q2,22031.9
3663,Slovakia,2021-Q3,22119.2
3664,Slovakia,2021-Q4,22204.8
3665,Slovakia,2022-Q1,22296.5
3666,Slovakia,2022-Q2,22393.4
3667,Turkey,1998-Q1,91237.9
3668,Turkey,1998-Q2,90511.1
3669,Turkey,1998-Q3,89237.6
3670,Turkey,1998-Q4,89006.7
3671,Turkey,1999-Q1,87506.2
3672,Turkey,1999-Q2,87012.9
3673,Turkey,1999-Q3,85545.4
3674,Turkey,1999-Q4,88101.0
3675,Turkey,2000-Q1,89488.4
3676,Turkey,2000-Q2,92972.5
3677,Turkey,2000-Q3,94357.2
3678,Turkey,2000-Q4,95712.8
3679,Turkey,2001-Q1,90807.4
3680,Turkey,2001-Q2,86408.6
3681,Turkey,2001-Q3,87490.3
3682,Turkey,2001-Q4,86017.9
3683,Turkey,2002-Q1,89267.3
3684,Turkey,2002-Q2,93120.4
3685,Turkey,2002-Q3,94392.9
3686,Turkey,2002-Q4,96406.9
3687,Turkey,2003-Q1,96487.5
3688,Turkey,2003-Q2,96812.0
3689,Turkey,2003-Q3,99572.3
3690,Turkey,2003-Q4,102582.4
3691,Turkey,2004-Q1,105407.8
3692,Turkey,2004-Q2,107862.0
3693,Turkey,2004-Q3,109078.4
3694,Turkey,2004-Q4,110848.2
3695,Turkey,2005-Q1,115958.3
3696,Turkey,2005-Q2,116447.8
3697,Turkey,2005-Q3,118092.0
3698,Turkey,2005-Q4,121997.1
3699,Turkey,2006-Q1,123394.1
3700,Turkey,2006-Q2,127152.8
3701,Turkey,2006-Q3,126194.8
3702,Turkey,2006-Q4,129045.1
3703,Turkey,2007-Q1,131397.7
3704,Turkey,2007-Q2,131437.9
3705,Turkey,2007-Q3,132208.6
3706,Turkey,2007-Q4,136746.8
3707,Turkey,2008-Q1,139627.4
3708,Turkey,2008-Q2,134672.5
3709,Turkey,2008-Q3,132225.7
3710,Turkey,2008-Q4,128867.1
3711,Turkey,2009-Q1,121568.1
3712,Turkey,2009-Q2,126439.3
3713,Turkey,2009-Q3,129468.5
3714,Turkey,2009-Q4,131996.2
3715,Turkey,2010-Q1,131606.8
3716,Turkey,2010-Q2,136608.8
3717,Turkey,2010-Q3,140393.8
3718,Turkey,2010-Q4,144638.2
3719,Turkey,2011-Q1,147898.1
3720,Turkey,2011-Q2,151961.9
3721,Turkey,2011-Q3,156002.3
3722,Turkey,2011-Q4,158119.8
3723,Turkey,2012-Q1,156712.9
3724,Turkey,2012-Q2,159420.1
3725,Turkey,2012-Q3,162233.6
3726,Turkey,2012-Q4,164834.0
3727,Turkey,2013-Q1,169663.4
3728,Turkey,2013-Q2,174644.4
3729,Turkey,2013-Q3,177204.6
3730,Turkey,2013-Q4,177548.1
3731,Turkey,2014-Q1,182698.9
3732,Turkey,2014-Q2,179734.8
3733,Turkey,2014-Q3,184153.0
3734,Turkey,2014-Q4,186634.6
3735,Turkey,2015-Q1,190163.4
3736,Turkey,2015-Q2,193061.0
3737,Turkey,2015-Q3,195766.8
3738,Turkey,2015-Q4,198051.1
3739,Turkey,2016-Q1,198767.1
3740,Turkey,2016-Q2,201611.3
3741,Turkey,2016-Q3,195829.7
3742,Turkey,2016-Q4,206619.2
3743,Turkey,2017-Q1,209447.5
3744,Turkey,2017-Q2,214223.6
3745,Turkey,2017-Q3,217471.0
3746,Turkey,2017-Q4,221565.5
3747,Turkey,2018-Q1,224819.7
3748,Turkey,2018-Q2,226298.0
3749,Turkey,2018-Q3,222614.0
3750,Turkey,2018-Q4,215525.7
3751,Turkey,2019-Q1,219622.9
3752,Turkey,2019-Q2,224849.8
3753,Turkey,2019-Q3,224963.7
3754,Turkey,2019-Q4,228033.6
3755,Turkey,2020-Q1,229051.2
3756,Turkey,2020-Q2,204382.7
3757,Turkey,2020-Q3,237902.5
3758,Turkey,2020-Q4,240763.3
3759,Turkey,2021-Q1,246070.0
3760,Turkey,2021-Q2,250223.9
3761,Turkey,2021-Q3,257165.0
3762,Turkey,2021-Q4,261050.7
3763,Turkey,2022-Q1,264184.9
3764,United Kingdom,1975-Q1,269070.7
3765,United Kingdom,1975-Q2,264651.9
3766,United Kingdom,1975-Q3,263746.8
3767,United Kingdom,1975-Q4,266770.9
3768,United Kingdom,1976-Q1,270992.8
3769,United Kingdom,1976-Q2,270545.0
3770,United Kingdom,1976-Q3,273932.0
3771,United Kingdom,1976-Q4,279742.8
3772,United Kingdom,1977-Q1,279822.4
3773,United Kingdom,1977-Q2,277878.7
3774,United Kingdom,1977-Q3,279814.3
3775,United Kingdom,1977-Q4,284614.8
3776,United Kingdom,1978-Q1,287153.4
3777,United Kingdom,1978-Q2,290498.5
3778,United Kingdom,1978-Q3,294492.4
3779,United Kingdom,1978-Q4,297163.1
3780,United Kingdom,1979-Q1,296108.3
3781,United Kingdom,1979-Q2,309188.1
3782,United Kingdom,1979-Q3,302325.2
3783,United Kingdom,1979-Q4,305523.3
3784,United Kingdom,1980-Q1,302623.3
3785,United Kingdom,1980-Q2,296569.7
3786,United Kingdom,1980-Q3,296277.0
3787,United Kingdom,1980-Q4,293031.6
3788,United Kingdom,1981-Q1,292663.4
3789,United Kingdom,1981-Q2,293262.3
3790,United Kingdom,1981-Q3,296421.3
3791,United Kingdom,1981-Q4,296792.2
3792,United Kingdom,1982-Q1,297369.5
3793,United Kingdom,1982-Q2,300539.3
3794,United Kingdom,1982-Q3,301317.6
3795,United Kingdom,1982-Q4,303435.3
3796,United Kingdom,1983-Q1,308991.2
3797,United Kingdom,1983-Q2,311633.6
3798,United Kingdom,1983-Q3,315044.8
3799,United Kingdom,1983-Q4,317766.8
3800,United Kingdom,1984-Q1,319966.8
3801,United Kingdom,1984-Q2,317165.2
3802,United Kingdom,1984-Q3,319216.8
3803,United Kingdom,1984-Q4,325529.4
3804,United Kingdom,1985-Q1,328198.8
3805,United Kingdom,1985-Q2,335149.4
3806,United Kingdom,1985-Q3,335442.1
3807,United Kingdom,1985-Q4,336252.7
3808,United Kingdom,1986-Q1,340065.9
3809,United Kingdom,1986-Q2,342589.6
3810,United Kingdom,1986-Q3,344148.9
3811,United Kingdom,1986-Q4,350296.9
3812,United Kingdom,1987-Q1,353553.0
3813,United Kingdom,1987-Q2,358739.4
3814,United Kingdom,1987-Q3,367455.6
3815,United Kingdom,1987-Q4,371616.8
3816,United Kingdom,1988-Q1,378239.6
3817,United Kingdom,1988-Q2,380469.3
3818,United Kingdom,1988-Q3,386263.9
3819,United Kingdom,1988-Q4,389590.2
3820,United Kingdom,1989-Q1,391307.3
3821,United Kingdom,1989-Q2,393883.6
3822,United Kingdom,1989-Q3,394276.1
3823,United Kingdom,1989-Q4,394651.1
3824,United Kingdom,1990-Q1,397311.0
3825,United Kingdom,1990-Q2,399351.8
3826,United Kingdom,1990-Q3,395182.5
3827,United Kingdom,1990-Q4,393822.9
3828,United Kingdom,1991-Q1,392673.7
3829,United Kingdom,1991-Q2,392178.6
3830,United Kingdom,1991-Q3,391322.1
3831,United Kingdom,1991-Q4,392001.9
3832,United Kingdom,1992-Q1,392030.3
3833,United Kingdom,1992-Q2,391567.6
3834,United Kingdom,1992-Q3,394061.6
3835,United Kingdom,1992-Q4,396806.5
3836,United Kingdom,1993-Q1,399676.9
3837,United Kingdom,1993-Q2,401658.3
3838,United Kingdom,1993-Q3,404822.7
3839,United Kingdom,1993-Q4,407509.6
3840,United Kingdom,1994-Q1,412300.7
3841,United Kingdom,1994-Q2,417112.1
3842,United Kingdom,1994-Q3,421878.9
3843,United Kingdom,1994-Q4,424437.7
3844,United Kingdom,1995-Q1,424488.1
3845,United Kingdom,1995-Q2,426087.5
3846,United Kingdom,1995-Q3,430155.6
3847,United Kingdom,1995-Q4,430956.6
3848,United Kingdom,1996-Q1,433450.0
3849,United Kingdom,1996-Q2,434954.9
3850,United Kingdom,1996-Q3,439987.1
3851,United Kingdom,1996-Q4,445943.1
3852,United Kingdom,1997-Q1,454428.8
3853,United Kingdom,1997-Q2,458428.4
3854,United Kingdom,1997-Q3,461655.6
3855,United Kingdom,1997-Q4,467107.0
3856,United Kingdom,1998-Q1,471355.0
3857,United Kingdom,1998-Q2,475733.7
3858,United Kingdom,1998-Q3,479101.9
3859,United Kingdom,1998-Q4,483712.2
3860,United Kingdom,1999-Q1,486558.9
3861,United Kingdom,1999-Q2,487407.8
3862,United Kingdom,1999-Q3,495774.4
3863,United Kingdom,1999-Q4,503095.6
3864,United Kingdom,2000-Q1,507147.0
3865,United Kingdom,2000-Q2,510220.1
3866,United Kingdom,2000-Q3,511717.2
3867,United Kingdom,2000-Q4,512925.7
3868,United Kingdom,2001-Q1,518901.2
3869,United Kingdom,2001-Q2,522908.6
3870,United Kingdom,2001-Q3,526943.1
3871,United Kingdom,2001-Q4,529009.5
3872,United Kingdom,2002-Q1,531081.2
3873,United Kingdom,2002-Q2,533683.3
3874,United Kingdom,2002-Q3,537231.3
3875,United Kingdom,2002-Q4,541472.9
3876,United Kingdom,2003-Q1,545503.5
3877,United Kingdom,2003-Q2,550482.6
3878,United Kingdom,2003-Q3,556753.1
3879,United Kingdom,2003-Q4,561932.8
3880,United Kingdom,2004-Q1,563906.1
3881,United Kingdom,2004-Q2,565981.6
3882,United Kingdom,2004-Q3,566997.3
3883,United Kingdom,2004-Q4,568420.7
3884,United Kingdom,2005-Q1,572952.1
3885,United Kingdom,2005-Q2,579684.5
3886,United Kingdom,2005-Q3,585798.4
3887,United Kingdom,2005-Q4,593826.1
3888,United Kingdom,2006-Q1,596587.4
3889,United Kingdom,2006-Q2,598199.6
3890,United Kingdom,2006-Q3,598754.8
3891,United Kingdom,2006-Q4,601545.8
3892,United Kingdom,2007-Q1,607217.2
3893,United Kingdom,2007-Q2,610641.0
3894,United Kingdom,2007-Q3,615312.1
3895,United Kingdom,2007-Q4,618453.9
3896,United Kingdom,2008-Q1,621772.8
3897,United Kingdom,2008-Q2,618293.4
3898,United Kingdom,2008-Q3,608632.8
3899,United Kingdom,2008-Q4,596091.8
3900,United Kingdom,2009-Q1,586024.9
3901,United Kingdom,2009-Q2,584912.1
3902,United Kingdom,2009-Q3,585635.4
3903,United Kingdom,2009-Q4,587641.0
3904,United Kingdom,2010-Q1,591410.3
3905,United Kingdom,2010-Q2,597500.9
3906,United Kingdom,2010-Q3,601860.2
3907,United Kingdom,2010-Q4,602062.1
3908,United Kingdom,2011-Q1,604235.9
3909,United Kingdom,2011-Q2,604753.5
3910,United Kingdom,2011-Q3,606787.6
3911,United Kingdom,2011-Q4,607582.1
3912,United Kingdom,2012-Q1,611791.3
3913,United Kingdom,2012-Q2,610892.0
3914,United Kingdom,2012-Q3,618338.7
3915,United Kingdom,2012-Q4,616999.5
3916,United Kingdom,2013-Q1,620264.1
3917,United Kingdom,2013-Q2,625251.0
3918,United Kingdom,2013-Q3,631095.7
3919,United Kingdom,2013-Q4,635147.1
3920,United Kingdom,2014-Q1,640025.3
3921,United Kingdom,2014-Q2,644191.8
3922,United Kingdom,2014-Q3,647826.5
3923,United Kingdom,2014-Q4,651619.1
3924,United Kingdom,2015-Q1,655145.1
3925,United Kingdom,2015-Q2,660037.5
3926,United Kingdom,2015-Q3,662593.1
3927,United Kingdom,2015-Q4,666940.8
3928,United Kingdom,2016-Q1,668268.3
3929,United Kingdom,2016-Q2,671293.6
3930,United Kingdom,2016-Q3,673344.5
3931,United Kingdom,2016-Q4,677362.2
3932,United Kingdom,2017-Q1,680722.6
3933,United Kingdom,2017-Q2,682716.6
3934,United Kingdom,2017-Q3,685607.3
3935,United Kingdom,2017-Q4,688041.2
3936,United Kingdom,2018-Q1,688516.1
3937,United Kingdom,2018-Q2,691150.6
3938,United Kingdom,2018-Q3,695273.1
3939,United Kingdom,2018-Q4,696432.5
3940,United Kingdom,2019-Q1,700279.4
3941,United Kingdom,2019-Q2,701248.5
3942,United Kingdom,2019-Q3,704735.7
3943,United Kingdom,2019-Q4,704857.4
3944,United Kingdom,2020-Q1,683577.1
3945,United Kingdom,2020-Q2,555388.0
3946,United Kingdom,2020-Q3,644269.5
